1414.21356237	0.0	0.15	0.0	1.0	0.1102626	7.517687e-10	794.773373	0.0	1.278754e-26	122.609576	825.038868	0.192772309293	115.04607	0.0	1.0	0.0	0.000224653	-0.00106122245	1
1717.90916812	35.5098128044	0.162041527837	0.0	1.0	0.1102626	7.517687e-10	794.773373	0.0	1.278754e-26	122.609576	825.038868	0.192772309293	115.04607	0.0	1.0	0.0	0.000224653	-0.00106122245	1
2053.15712091	-49.5819728279	0.182953580554	0.0	1.0	0.1102626	7.517687e-10	794.773373	0.0	1.278754e-26	122.609576	825.038868	0.192772309293	115.04607	0.0	1.0	0.0	0.000224653	-0.00106122245	1
4120.19199048	78.3273922871	0.127006088023	0.0	1.0	0.1102626	7.517687e-10	794.773373	0.0	1.278754e-26	122.609576	825.038868	0.192772309293	115.04607	0.0	1.0	0.0	0.000224653	-0.00106122245	1
6268.4964993	473.531315338	0.134963148331	0.0	1.0	0.1102626	7.517687e-10	794.773373	0.0	1.278754e-26	122.609576	825.038868	0.192772309293	115.04607	0.0	1.0	0.0	0.000224653	-0.00106122245	1
6692.58048706	308.446216252	0.109185816376	0.0	1.0	0.1102626	7.517687e-10	794.773373	0.0	1.278754e-26	122.609576	825.038868	0.192772309293	115.04607	0.0	1.0	0.0	0.000224653	-0.00106122245	1
4189.03997728	334.705392753	0.0768283536902	0.0	1.0	0.1102626	7.517687e-10	794.773373	0.0	1.278754e-26	122.609576	825.038868	0.192772309293	115.04607	0.0	1.0	0.0	0.000224653	-0.00106122245	1
7179.89309643	201.509024527	0.121456411514	0.0	1.0	0.1102626	7.517687e-10	794.773373	0.0	1.278754e-26	122.609576	825.038868	0.192772309293	115.04607	0.0	1.0	0.0	0.000224653	-0.00106122245	1
8783.959798	141.081739248	0.107548568285	0.0	1.0	0.1102626	7.517687e-10	794.773373	0.0	1.278754e-26	122.609576	825.038868	0.192772309293	115.04607	0.0	1.0	0.0	0.000224653	-0.00106122245	1
4102.31891552	204.529560361	0.14007423432	0.0	1.0	0.1102626	7.517687e-10	794.773373	0.0	1.278754e-26	122.609576	825.038868	0.192772309293	115.04607	0.0	1.0	0.0	0.000224653	-0.00106122245	1
6422.45262277	-80.2604824918	0.13136822755	0.0	1.0	0.1102626	7.517687e-10	794.773373	0.0	1.278754e-26	122.609576	825.038868	0.192772309293	115.04607	0.0	1.0	0.0	0.000224653	-0.00106122245	1
14764.2949593	-137.478323863	0.168467278045	0.0	1.0	0.1102626	7.517687e-10	794.773373	0.0	1.278754e-26	122.609576	825.038868	0.192772309293	115.04607	0.0	1.0	0.0	0.000224653	-0.00106122245	2
13509.7776479	54.1152891525	0.191981801906	0.0	1.0	0.1102626	7.517687e-10	794.773373	0.0	1.278754e-26	122.609576	825.038868	0.192772309293	115.04607	0.0	1.0	0.0	0.000224653	-0.00106122245	1
16791.3048121	-14.9034585772	0.18961290358	0.0	1.0	0.1102626	7.517687e-10	794.773373	0.0	1.278754e-26	122.609576	825.038868	0.192772309293	115.04607	0.0	1.0	0.0	0.000224653	-0.00106122245	1
15909.8812184	189.426514197	0.167124185885	0.0	1.0	0.1102626	7.517687e-10	794.773373	0.0	1.278754e-26	122.609576	825.038868	0.192772309293	115.04607	0.0	1.0	0.0	0.000224653	-0.00106122245	1
32192.4785208	134.389119287	0.126982662274	0.0	1.0	0.1102626	7.517687e-10	794.773373	0.0	1.278754e-26	122.609576	825.038868	0.192772309293	115.04607	0.0	1.0	0.0	0.000224653	-0.00106122245	1
37421.3388432	91.5172405297	0.151094568314	0.0	1.0	0.1102626	7.517687e-10	794.773373	0.0	1.278754e-26	122.609576	825.038868	0.192772309293	115.04607	0.0	1.0	0.0	0.000224653	-0.00106122245	3
22934.6092908	358.902701452	0.146140166808	0.0	1.0	0.1102626	7.517687e-10	794.773373	0.0	1.278754e-26	122.609576	825.038868	0.192772309293	115.04607	0.0	1.0	0.0	0.000224653	-0.00106122245	1
6801.82220506	309.264397751	0.112005128612	0.0	1.0	0.1102626	7.517687e-10	794.773373	0.0	1.278754e-26	122.609576	825.038868	0.192772309293	115.04607	0.0	1.0	0.0	0.000224653	-0.00106122245	1
6797.84106582	279.929647683	0.144000784343	0.0	1.0	0.1102626	7.517687e-10	794.773373	0.0	1.278754e-26	122.609576	825.038868	0.192772309293	115.04607	0.0	1.0	0.0	0.000224653	-0.00106122245	1
